source,target,type
174,200,same_cast
174,201,same_cast
174,207,same_cast
174,231,same_cast
174,239,same_cast
174,248,same_cast
174,319,same_cast
174,388,same_cast
174,453,same_cast
174,483,same_cast
174,577,same_cast
174,595,same_cast
174,597,same_cast
174,606,same_cast
174,628,same_cast
174,651,same_cast
174,693,same_cast
174,703,same_cast
174,794,same_cast
174,816,same_cast
174,821,same_cast
174,854,same_cast
174,869,same_cast
174,994,same_cast
176,169,same_cast
176,187,same_cast
176,201,same_cast
176,214,same_cast
176,215,same_cast
176,278,same_cast
176,388,same_cast
176,451,same_cast
176,492,same_cast
176,522,same_cast
176,563,same_cast
176,597,same_cast
176,604,same_cast
176,644,same_cast
176,663,same_cast
176,664,same_cast
176,769,same_cast
176,825,same_cast
176,873,same_cast
176,941,same_cast
176,942,same_cast
176,943,same_cast
176,944,same_cast
177,115,same_cast
177,167,same_cast
177,178,same_cast
177,207,same_cast
177,227,same_cast
177,232,same_cast
177,235,same_cast
177,320,same_cast
177,331,same_cast
177,379,same_cast
177,489,same_cast
177,497,same_cast
177,557,same_cast
177,568,same_cast
177,644,same_cast
177,680,same_cast
177,695,same_cast
177,788,same_cast
177,801,same_cast
177,812,same_cast
177,858,same_cast
177,879,same_cast
177,883,same_cast
177,929,same_cast
178,115,same_cast
178,150,same_cast
178,167,same_cast
178,169,same_cast
178,177,same_cast
178,241,same_cast
178,288,same_cast
178,322,same_cast
178,329,same_cast
178,330,same_cast
178,379,same_cast
178,414,same_cast
178,479,same_cast
178,505,same_cast
178,522,same_cast
178,597,same_cast
178,607,same_cast
178,608,same_cast
178,619,same_cast
178,629,same_cast
178,640,same_cast
178,650,same_cast
178,676,same_cast
178,754,same_cast
178,769,same_cast
178,792,same_cast
178,801,same_cast
178,813,same_cast
178,820,same_cast
178,846,same_cast
178,848,same_cast
178,881,same_cast
179,233,same_cast
179,322,same_cast
179,345,same_cast
179,392,same_cast
179,398,same_cast
179,414,same_cast
179,470,same_cast
179,489,same_cast
179,492,same_cast
179,553,same_cast
179,558,same_cast
179,577,same_cast
179,590,same_cast
179,612,same_cast
179,660,same_cast
179,667,same_cast
179,675,same_cast
179,687,same_cast
179,769,same_cast
179,819,same_cast
179,824,same_cast
179,842,same_cast
179,855,same_cast
179,929,same_cast
180,115,same_cast
180,134,same_cast
180,199,same_cast
180,217,same_cast
180,227,same_cast
180,231,same_cast
180,275,same_cast
180,285,same_cast
180,330,same_cast
180,334,same_cast
180,345,same_cast
180,380,same_cast
180,392,same_cast
180,423,same_cast
180,440,same_cast
180,462,same_cast
180,492,same_cast
180,503,same_cast
180,544,same_cast
180,561,same_cast
180,565,same_cast
180,607,same_cast
180,608,same_cast
180,616,same_cast
180,628,same_cast
180,640,same_cast
180,644,same_cast
180,664,same_cast
180,676,same_cast
180,687,same_cast
180,693,same_cast
180,744,same_cast
180,754,same_cast
180,786,same_cast
180,808,same_cast
180,809,same_cast
180,810,same_cast
180,817,same_cast
180,818,same_cast
180,830,same_cast
180,841,same_cast
180,854,same_cast
180,881,same_cast
180,889,same_cast
180,947,same_cast
180,954,same_cast
180,955,same_cast
180,956,same_cast
182,120,same_cast
182,121,same_cast
182,122,same_cast
182,134,same_cast
182,161,same_cast
182,163,same_cast
182,183,same_cast
182,217,same_cast
182,231,same_cast
182,298,same_cast
182,345,same_cast
182,415,same_cast
182,421,same_cast
182,557,same_cast
182,558,same_cast
182,559,same_cast
182,602,same_cast
182,640,same_cast
182,676,same_cast
182,710,same_cast
182,755,same_cast
182,787,same_cast
182,807,same_cast
182,834,same_cast
182,842,same_cast
182,857,same_cast
182,883,same_cast
182,913,same_cast
183,141,same_cast
183,150,same_cast
183,174,same_cast
183,182,same_cast
183,192,same_cast
183,285,same_cast
183,319,same_cast
183,378,same_cast
183,380,same_cast
183,494,same_cast
183,557,same_cast
183,558,same_cast
183,559,same_cast
183,628,same_cast
183,676,same_cast
183,709,same_cast
183,773,same_cast
183,816,same_cast
183,818,same_cast
184,103,same_cast
184,117,same_cast
184,150,same_cast
184,155,same_cast
184,186,same_cast
184,203,same_cast
184,240,same_cast
184,242,same_cast
184,262,same_cast
184,268,same_cast
184,294,same_cast
184,306,same_cast
184,311,same_cast
184,319,same_cast
184,326,same_cast
184,329,same_cast
184,334,same_cast
184,364,same_cast
184,393,same_cast
184,441,same_cast
184,479,same_cast
184,500,same_cast
184,524,same_cast
184,563,same_cast
184,586,same_cast
184,624,same_cast
184,635,same_cast
184,636,same_cast
184,680,same_cast
184,681,same_cast
184,693,same_cast
184,755,same_cast
184,766,same_cast
184,769,same_cast
184,818,same_cast
184,819,same_cast
184,846,same_cast
184,920,same_cast
184,925,same_cast
184,949,same_cast
185,116,same_cast
185,123,same_cast
185,193,same_cast
185,512,same_cast
185,573,same_cast
185,646,same_cast
185,660,same_cast
185,681,same_cast
185,694,same_cast
185,700,same_cast
185,704,same_cast
185,794,same_cast
185,907,same_cast
185,947,same_cast
186,101,same_cast
186,155,same_cast
186,163,same_cast
186,184,same_cast
186,187,same_cast
186,189,same_cast
186,240,same_cast
186,257,same_cast
186,272,same_cast
186,278,same_cast
186,310,same_cast
186,311,same_cast
186,350,same_cast
186,393,same_cast
186,403,same_cast
186,424,same_cast
186,441,same_cast
186,479,same_cast
186,505,same_cast
186,562,same_cast
186,594,same_cast
186,644,same_cast
186,676,same_cast
186,680,same_cast
186,745,same_cast
186,783,same_cast
186,807,same_cast
186,842,same_cast
186,855,same_cast
186,864,same_cast
186,918,same_cast
186,921,same_cast
186,924,same_cast
186,925,same_cast
186,949,same_cast
187,107,same_cast
187,120,same_cast
187,121,same_cast
187,122,same_cast
187,155,same_cast
187,163,same_cast
187,165,same_cast
187,176,same_cast
187,186,same_cast
187,189,same_cast
187,197,same_cast
187,232,same_cast
187,272,same_cast
187,278,same_cast
187,281,same_cast
187,296,same_cast
187,320,same_cast
187,340,same_cast
187,388,same_cast
187,393,same_cast
187,395,same_cast
187,411,same_cast
187,415,same_cast
187,470,same_cast
187,497,same_cast
187,500,same_cast
187,505,same_cast
187,526,same_cast
187,549,same_cast
187,562,same_cast
187,584,same_cast
187,594,same_cast
187,608,same_cast
187,629,same_cast
187,635,same_cast
187,676,same_cast
187,680,same_cast
187,709,same_cast
187,745,same_cast
187,754,same_cast
187,755,same_cast
187,795,same_cast
187,820,same_cast
187,855,same_cast
187,860,same_cast
187,869,same_cast
187,918,same_cast
187,927,same_cast
189,105,same_cast
