source,target,type
180,329,same_production
180,330,same_production
180,331,same_production
180,348,same_production
180,378,same_production
180,379,same_production
180,395,same_production
180,424,same_production
180,425,same_production
180,435,same_production
180,440,same_production
180,453,same_production
180,454,same_production
180,496,same_production
180,526,same_production
180,544,same_production
180,551,same_production
180,562,same_production
180,563,same_production
180,565,same_production
180,594,same_production
180,596,same_production
180,597,same_production
180,601,same_production
180,602,same_production
180,607,same_production
180,608,same_production
180,612,same_production
180,616,same_production
180,642,same_production
180,644,same_production
180,651,same_production
180,655,same_production
180,664,same_production
180,679,same_production
180,688,same_production
180,693,same_production
180,705,same_production
180,759,same_production
180,768,same_production
180,771,same_production
180,772,same_production
180,786,same_production
180,788,same_production
180,794,same_production
180,806,same_production
180,808,same_production
180,809,same_production
180,824,same_production
180,828,same_production
180,846,same_production
180,856,same_production
180,857,same_production
180,861,same_production
180,869,same_production
180,871,same_production
180,873,same_production
180,879,same_production
180,888,same_production
180,889,same_production
180,926,same_production
180,927,same_production
180,928,same_production
180,950,same_production
180,953,same_production
180,954,same_production
180,955,same_production
180,956,same_production
180,990,same_production
182,155,same_production
182,161,same_production
182,163,same_production
182,185,same_production
182,203,same_production
182,227,same_production
182,231,same_production
182,241,same_production
182,268,same_production
182,272,same_production
182,289,same_production
182,296,same_production
182,298,same_production
182,299,same_production
182,301,same_production
182,311,same_production
182,314,same_production
182,320,same_production
182,322,same_production
182,345,same_production
182,364,same_production
182,396,same_production
182,403,same_production
182,414,same_production
182,415,same_production
182,466,same_production
182,475,same_production
182,497,same_production
182,521,same_production
182,526,same_production
182,534,same_production
182,561,same_production
182,600,same_production
182,603,same_production
182,616,same_production
182,619,same_production
182,636,same_production
182,644,same_production
182,652,same_production
182,664,same_production
182,671,same_production
182,672,same_production
182,673,same_production
182,674,same_production
182,675,same_production
182,686,same_production
182,688,same_production
182,694,same_production
182,702,same_production
182,752,same_production
182,767,same_production
182,795,same_production
182,819,same_production
182,820,same_production
182,845,same_production
182,859,same_production
182,873,same_production
182,903,same_production
182,910,same_production
182,927,same_production
182,928,same_production
182,939,same_production
182,941,same_production
182,942,same_production
182,943,same_production
182,944,same_production
182,949,same_production
182,963,same_production
182,968,same_production
182,984,same_production
183,105,same_production
183,111,same_production
183,134,same_production
183,143,same_production
183,165,same_production
183,179,same_production
183,196,same_production
183,229,same_production
183,232,same_production
183,245,same_production
183,254,same_production
183,280,same_production
183,281,same_production
183,297,same_production
183,310,same_production
183,329,same_production
183,330,same_production
183,331,same_production
183,388,same_production
183,402,same_production
183,424,same_production
183,453,same_production
183,505,same_production
183,506,same_production
183,508,same_production
183,509,same_production
183,524,same_production
183,525,same_production
183,564,same_production
183,568,same_production
183,573,same_production
183,578,same_production
183,579,same_production
183,580,same_production
183,584,same_production
183,601,same_production
183,606,same_production
183,612,same_production
183,635,same_production
183,664,same_production
183,693,same_production
183,766,same_production
183,814,same_production
183,831,same_production
183,837,same_production
183,838,same_production
183,861,same_production
183,889,same_production
183,921,same_production
183,924,same_production
183,925,same_production
183,951,same_production
184,187,same_production
184,189,same_production
184,392,same_production
184,393,same_production
184,401,same_production
184,409,same_production
184,489,same_production
184,549,same_production
184,590,same_production
